case_id,candidate_id,kind,target_family,safe,actual_change_hartree,magnitude,magnitude_position,diagonal_hessian,single_coordinate_obs,general_constraint_obs,exact_hessian_oracle,projection_on_success,projection_on_iterations,projection_on_nfev,projection_on_njev,projection_on_wall_seconds,projection_off_success,projection_off_iterations,projection_off_nfev,projection_off_njev,projection_off_wall_seconds,delta_cnot_count,delta_cnot_depth,delta_total_depth,delta_parameters,delta_blocks,paper_measurement_cost
h4-1.5-iteration-12-or-convergence,candidate-v1:d68e24bbf926e226938c26ab7d92fa01a8b7ab8368675aedb5adfe7cae350655,mvp-to-ovp-diff,OVP,True,6.661338147750939e-16,0.0010055603232345582,0.0007342186487109474,0.0002511263144498103,,2.683545008776012e-05,,True,12,13,13,0.6693923750135582,True,14,15,15,0.7880999589979183,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:261fd819762917c21ba86e1520295609bad3c445dfda126106be0bdc915cc695,mvp-whole-deletion,empty,True,-4.440892098500626e-16,0.13520019946924242,0.09282401754604704,0.008245052223052926,,0.0005064069938483464,,True,86,88,88,3.911615666002035,True,81,84,84,3.7892926250060555,-13,0,-24,-2,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:b5efd0a203aea088fbf2ce8754bdc577d756443d2f3f27a2426237793b203964,mvp-constituent-deletion,single-QE,True,-1.1102230246251565e-15,0.004571167335921394,0.003185965112914911,0.0009018266650653043,0.00037391140978133597,0.00037391140978133597,,True,58,62,62,2.8812045420054346,True,59,62,62,2.957503084006021,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:28aa60d5506448ed91563a1caaf7e64a681c9390c2a0ae656e14a653c1b2f97d,mvp-constituent-deletion,single-QE,True,-2.220446049250313e-16,0.130629032133321,0.0883666982078348,0.007343225557987551,0.00013557213279831863,0.00013557213279831863,,True,114,122,122,5.558850874978816,True,112,126,126,5.826937458012253,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:9bc54ebfadadd1a9fc316970a6aea309956300f402afcbae34777ecaf1b96268,mvp-to-ovp-sum,OVP,True,-6.661338147750939e-16,0.18407257059284818,0.1263781827950898,0.00805292931304145,,0.00018835599669377989,,True,57,63,63,2.915933457989013,True,63,66,66,3.1527506659913342,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:ccaf9d6977c042af54e10ed623dde7da5df8cadfe6cfa2f144a4a8c72e9552f4,mvp-to-ovp-diff,OVP,True,-4.440892098500626e-16,0.08632782834563665,0.059269852297004266,0.0037767277217054516,,8.860774395966959e-05,,True,49,52,52,2.47429304200341,True,47,50,50,2.3892873330041766,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:69ec64b828dedab2ab91080ce9034c3ff771716907e84c494435e6a11edf9c09,mvp-whole-deletion,empty,False,1.6330374164041928e-08,0.18122981041654657,0.11741649688959355,0.012796732288208249,,0.00034882340055725523,,False,200,226,226,9.97130841697799,False,200,223,223,9.920915041991975,-13,0,-24,-2,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:21d0008b69c31f53d5abc4e6eec2f906ae0a0fe1a54ae9e7dc5ecf4b0271a3dd,mvp-constituent-deletion,single-QE,True,-4.440892098500626e-16,0.17957243331279577,0.11800474189126578,0.012644683769939238,0.0002400095150653446,0.0002400095150653446,,True,83,90,90,4.194123167020734,True,72,77,77,3.5928440830030013,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:de89e59256121fe8d3e3a3acf16c8b8626562054695d783c227751e58d14818d,mvp-constituent-deletion,single-QE,True,-4.440892098500626e-16,0.0016573771037508079,0.0010588798162852384,0.00015204851826894228,4.7980006121651964e-05,4.7980006121651964e-05,,True,107,117,117,5.353753375005908,True,98,111,111,5.160997708997456,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:e7b587f4891c8a5bbf101c01063ebafee50cdf370e7458ecfbac56f8ce7ad2ec,mvp-to-ovp-sum,OVP,True,0.0,0.21573309950251326,0.13977074052275507,0.008594348399019285,,0.00030177809388521465,,True,121,131,131,6.010534125001868,True,91,99,99,4.632646707992535,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:5e497b0da1616e0f7fd5a493a4b02d1f051763d4a52623ef9846713f8db3ae51,mvp-to-ovp-diff,OVP,False,-1.1102230246251565e-15,0.14672652133057987,0.09506225325643203,0.00584527223859556,,0.00017249959481929137,,False,50,101,89,4.278919290984049,False,46,84,73,3.4781510420143604,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:24ac72f84d861e932d85c9a3f1ec54946b902fe50ad8b0b48ae9034d7b7796ef,mvp-whole-deletion,empty,True,-4.440892098500626e-16,0.6715064690949675,0.41185730104491336,0.18442378616322708,,0.03523447260099345,,True,54,57,57,2.6177376670239028,True,114,123,123,5.426969166990602,-13,0,-24,-2,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:70b1d4349733ed4dfba9f97ce812add196ff4aa6cc8ca2f01e7914995a19d325,mvp-constituent-deletion,single-QE,True,-4.440892098500626e-16,0.004612878226122116,0.002867464843265099,0.0009648634017789939,0.000301356018341664,0.000301356018341664,,True,69,73,73,3.3958524579938967,True,73,80,80,3.736615542002255,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:b043a3e775f29314c38af94c35a1e088a422cb584a4d452e83a69ed1a0319b13,mvp-constituent-deletion,single-QE,True,-4.440892098500626e-16,0.6668935908688454,0.403646120789038,0.183458922761448,0.03420808395277214,0.03420808395277214,,True,41,46,46,2.1855041249946225,True,43,47,47,2.265319125028327,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:3ab57c6eec4b65c1248270e46a5a3ac1922dd8102bda399a7e097890558bc545,mvp-to-ovp-sum,OVP,False,-4.440892098500626e-16,0.7824352557007767,0.4798936234964763,0.09297027790906667,,0.02439080521229619,,False,46,117,105,4.962916334014153,True,52,55,55,2.6116177499934565,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:c7b807223dc91a7d570258db38cb0985003f6a96e430cd4c444834f19a5a28c1,mvp-to-ovp-diff,OVP,True,-4.440892098500626e-16,0.5605776824891583,0.34382097859335037,0.06660878834085011,,0.014938604906172225,,True,51,56,56,2.6683692919905297,True,50,55,55,2.622461667022435,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:40e5dbec0110b46777fda0e200e0a5a71f18d7623dfdd6860f54447f48491b62,mvp-whole-deletion,empty,True,0.0,0.5704425596536911,0.3321564271401239,0.15672521909638654,,0.031843730488262764,,True,76,84,84,3.7886205830145627,False,143,195,184,8.306114917009836,-13,0,-24,-2,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:378ad55658417c802ec9723af222d26e960723a198b0bd709acd15b52e6bb838,mvp-constituent-deletion,single-QE,True,-1.1102230246251565e-15,0.5687590768739453,0.3354220196948908,0.15652799025886127,0.029168128925462212,0.029168128925462212,,True,42,91,90,4.150859707995551,True,43,47,47,2.2215367919998243,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:a3b3a2a56b30294a088ab0081598d9b306f8543ed34caf1c472bd054c92ffedc,mvp-constituent-deletion,single-QE,True,-1.3322676295501878e-15,0.001683482779745742,0.0009680025983538017,0.00019722883752520403,4.813829281847226e-05,4.813829281847226e-05,,True,96,105,105,4.871961291006301,True,89,96,96,4.506163290992845,0,0,-3,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:5ea0ab4a8f62cf7c7011bcb3c478cb060dd986101eade574b608f89ce4e4d0ec,mvp-to-ovp-sum,OVP,True,0.0,0.5085556915234852,0.29612103557063696,0.0417901268330487,,0.007516874664135877,,True,49,54,54,2.590407417010283,False,66,127,115,5.41928974998882,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:b6a9d76a3050e9541f006e3f663e4e492b11f92120ccd2464b5c4b09a2106dda,mvp-to-ovp-diff,OVP,True,2.220446049250313e-16,0.6323294277838969,0.3681918187096108,0.05196112866182266,,0.015315461924707612,,True,61,68,68,3.205773291992955,True,48,51,51,2.4024422079965007,-4,0,-11,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:1334771f370cda2d7a4a8da467c52657b8b453fde4271dbcaa4c81fe48435128,mvp-whole-deletion,empty,True,4.440892098500626e-16,0.0016896131701704255,0.0009252643550933282,0.00041529621026616364,,5.196184022661202e-05,,True,30,31,31,1.3384935839858372,True,32,33,33,1.4594208750058897,-13,0,-24,-3,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:c1fe6a417bf548367c4d081774afaeb2ec49dd3dfaf3d92dc101b43cdb2ba8db,mvp-constituent-deletion,MVP,True,-4.440892098500626e-16,0.00019038176857466698,0.00010679952871261807,0.00011632537729424799,2.0496920813877938e-05,2.0496920813877938e-05,,True,13,14,14,0.6949430420063436,True,15,16,16,0.8221226669847965,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:2d03eb716c899cd542732941a694080aee66a0d46ad8bbce59d0cab8a51e83bb,mvp-constituent-deletion,MVP,True,6.661338147750939e-16,2.298002676885389e-05,1.2584300373419988e-05,1.1395049036142993e-05,2.2146275726886398e-07,2.2146275726886398e-07,,True,13,14,14,0.6942411249910947,True,14,15,15,0.7795985830016434,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:7771db489bd6f565457d5fc92fb379720fbd5522176d0f610443d3e220ef2aa7,mvp-constituent-deletion,MVP,True,0.0,0.0014762513748269046,0.0007896228283957862,0.0002875757839356332,4.770080251994846e-05,4.770080251994846e-05,,True,17,18,18,0.8765167910023592,True,18,19,19,0.9583591660193633,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:f8adbee3ab8572b6456fbc0c67a586325da48fbc0b1f1c2b69fe141421d955af,mvp-to-single-qe,single-QE,True,-2.220446049250313e-16,0.0014992314015957583,0.0008113487585106457,0.0002989708329718459,,4.7700802646982225e-05,,True,24,25,25,1.174319292011205,True,24,25,25,1.2222549580037594,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:88cbd52288f5271da3c36645617777394e594763f91c5bb0146e126b22bf1263,mvp-to-single-qe,single-QE,True,0.0,0.0016666331434015715,0.0009126800547199081,0.0004039011612299509,,4.9682039856026834e-05,,True,25,26,26,1.2191557499754708,True,26,27,27,1.2997207080188673,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:efbe6c27d60bb02e2957a6492d923e6d4ea05a1a8ebab0a596b7ff9ffa058eb2,mvp-to-single-qe,single-QE,True,-2.220446049250313e-16,0.00021336179534352088,0.00011824870585303567,0.00012772042633046074,,3.271646658055297e-05,,True,21,22,22,1.020783499989193,True,21,22,22,1.0569343340175692,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:77fa7b0a736b3614607cf9418fa54fb30a0bac418eee244c98089c5d0832f177,mvp-to-ovp-sum,OVP,True,4.440892098500626e-16,0.001821900405203101,0.0009977073647540792,0.00038218863214032055,,4.7795635738583114e-05,,True,25,26,26,1.1874546670005657,True,25,26,26,1.2199463750002906,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:9d42095072619efb650e2852138b0ad8f3f25f20bcf34b5f247898ca2a19a1e0,mvp-to-ovp-diff,OVP,True,4.440892098500626e-16,0.0015573259351377496,0.0008528213454325771,0.0003097679339262964,,4.7901884797382165e-05,,True,22,23,23,1.0852080000040587,True,23,24,24,1.1576267500058748,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:9aff27accc5c615fce0faaed55d04878d2c3890c396d38309a05050d880aad89,mvp-to-ovp-sum,OVP,True,0.0,0.0020579841576875185,0.0011269913244479268,0.0003775247819125217,,2.0497230442333205e-05,,True,19,20,20,0.944065292016603,True,21,22,22,1.0653075840091333,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:7bd3eec2a8db68a4347178e80d371cea0fc842b0e0236faac3931bfe6682f8e9,mvp-to-ovp-diff,OVP,True,1.7763568394002505e-15,0.001321242182653332,0.0007235373857387294,0.00027448541221222365,,4.595195789938574e-05,,True,20,21,21,0.9768188750022091,True,21,22,22,1.0635618749947753,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:eb0f3f0e1d61a5379bafd867bcb140b8894ae077eb550960dd23c5c359803c5a,mvp-to-ovp-sum,OVP,True,1.5543122344752192e-15,0.0006293276471148107,0.00034463180675334867,0.00010095807470833523,,3.0575213176282105e-05,,True,19,20,20,0.9252652080031112,True,21,22,22,1.0555202919931617,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:469465b15872cc9d15fc3ac78c01e5212eb751dc126b0536fa04446299393694,mvp-to-ovp-diff,OVP,True,0.0,0.00274989869322604,0.0015058969034333076,0.00041418562859908394,,5.1912222193702965e-05,,True,32,33,33,1.5154372079996392,True,32,33,33,1.5533407499897294,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:156099feb59bec4a3fd7bc2f281b2a0c18db6b8f41413a45408844f1064062b1,mvp-whole-deletion,empty,True,0.0,0.0016987799738633963,0.0008682653199746248,0.00041762812897348187,,5.2635588459308185e-05,,True,29,30,30,1.296590332989581,True,34,35,35,1.5470229579950683,-13,0,-24,-3,-1,
h4-1.5-iteration-12-or-convergence,candidate-v1:06a06685cedafef0e56af59cd22c8bf94b932b29f4067be8c95f91ce4135dc1a,mvp-constituent-deletion,MVP,True,4.440892098500626e-16,0.00019566538998754156,0.00010227963567530581,0.0001275728789886981,2.190656523526004e-05,2.190656523526004e-05,,True,13,14,14,0.7112614999932703,True,15,16,16,0.821170292008901,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:f6fcfe049db3a7fa3e81b37f20f3b27ce3da79e84dd759c5fbd0745ab46c3359,mvp-constituent-deletion,MVP,True,-1.1102230246251565e-15,2.6864364458905034e-05,1.3730675167884795e-05,1.3396337694243288e-05,2.53607681003921e-07,2.53607681003921e-07,,True,13,14,14,0.6993302920018323,True,13,14,14,0.7326991249865387,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:31aad38a26d05020612e0724a2c9969dcaed01a42f495705910e5da0ac405c68,mvp-constituent-deletion,MVP,True,4.440892098500626e-16,0.0014762502194169496,0.0007381251097084748,0.000276658912290401,4.7757603770096545e-05,4.7757603770096545e-05,,True,17,18,18,0.8812087919795886,True,19,20,20,1.0109004589903634,0,0,0,-1,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:38043152f0ed71c8e8636cf9cb79b05523410ca36df88b22874110981d895942,mvp-to-single-qe,single-QE,True,4.440892098500626e-16,0.0015031145838758546,0.0007598161632779046,0.00029005524998471403,,4.777816821227601e-05,,True,23,24,24,1.130441957997391,True,25,26,26,1.2397480419895146,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:1a10094b8d24949d3968a18f1ce71512e62b1d3ddc5c3c3743216bf0fc839cff,mvp-to-single-qe,single-QE,True,0.0,0.0016719156094044912,0.0008545346448067399,0.00040423179127916883,,4.98180154813151e-05,,True,25,26,26,1.204469958000118,True,26,27,27,1.2643122500157915,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:5d1659382bcb155d918cdafcdf3ea1b9ebbd1ee654ad99d83257c656579661da,mvp-to-single-qe,single-QE,True,0.0,0.0002225297544464466,0.0001150153787026578,0.00014096921668301115,,3.893169223343959e-05,,True,19,20,20,0.9467996660096105,True,21,22,22,1.067302125011338,0,0,-3,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:1380221449be24bd0fea63c58bef20d5d9c12d2192ceb362f339f9621fee5600,mvp-to-ovp-sum,OVP,True,-1.3322676295501878e-15,0.001843782406237741,0.0009423776742992899,0.00038050781296230905,,4.793176213979079e-05,,True,25,26,26,1.187021999998251,False,25,81,70,3.231367209024029,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:71f3cd1a9aef1a430ca3947ee392e77932fc6f14de463eba29684fcea6123ccb,mvp-to-ovp-diff,OVP,True,0.0,0.0015537775414890514,0.0007941529656499596,0.00029856482247922256,,4.7830155987084483e-05,,True,22,23,23,1.1233085000130814,True,23,24,24,1.133497582981363,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:3ce6682fcf92798ad2972f35c696a9acacd1c9f5cddecf1deed9c3a7ce53e9c8,mvp-to-ovp-sum,OVP,True,-4.440892098500626e-16,0.0020970689339260894,0.001071835232895557,0.0003865722155061556,,2.2312436965878197e-05,,True,19,20,20,0.9493280840106308,True,21,22,22,1.0510671669908334,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:9b8177a6447a9031cd1fe54318970405adc55941945bba55634b4f2673402104,mvp-to-ovp-diff,OVP,True,-4.440892098500626e-16,0.001300491013800703,0.0006646954070536927,0.000278066495397767,,4.955332841326778e-05,,True,21,22,22,1.0198473329946864,True,21,22,22,1.047946666018106,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:4fa68d11a0e55150f7a678dee8ea4401b9f09f4fc9de70500b0d327dff8d292d,mvp-to-ovp-sum,OVP,True,-4.440892098500626e-16,0.0006238826301111452,0.0003188733442790298,0.00010030174733060737,,3.266118309558284e-05,,True,20,21,21,0.9756404170184396,True,21,22,22,1.0477648340165615,-4,0,-11,-2,0,
h4-1.5-iteration-12-or-convergence,candidate-v1:82d5924a8b39f778ec806e7969eee91fd63c01657ed73091341033da4852cc7b,mvp-to-ovp-diff,OVP,True,2.220446049250313e-16,0.002773677317615647,0.0014176572956702198,0.0004132382457083198,,5.222387687842318e-05,,True,33,34,34,1.5715217090037186,True,30,31,31,1.4645991660072468,-4,0,-11,-2,0,
